SessionId	ItemId	CatId	Time
11272262	214853094	3	1411797326.702
11272262	214853090	3	1411797376.268
11272262	214853090	3	1411797416.909
11272271	214848180	2	1411579861.235
11272271	214848180	2	1411579912.451
11272276	214690820	6	1411559573.319
11272276	214838252	6	1411560451.396
11272278	214547668	4	1411661020.144
11272278	214839939	4	1411661057.832
11272279	214674707	4	1411743104.097
11272279	214674568	4	1411743143.75
11272279	214839939	4	1411743176.971
11272279	214674568	4	1411743254.846
11272281	214518690	8	1411821822.824
11272281	214518690	8	1411821826.845
11272288	214537535	2	1411539337.051
11272288	214537535	2	1411540240.855
11272288	214537532	2	1411540355.382
11272294	214691471	0	1411470703.797
11272294	214840768	2	1411470817.495
11272294	214691465	0	1411471096.556
11272296	214509148	4	1411656445.21
11272296	214539238	4	1411656475.078
11272299	214743339	3	1411665556.805
11272299	214684785	3	1411665581.812
11272299	214743339	3	1411665603.677
11272304	214844235	7	1411763383.94
11272304	214844235	7	1411763405.288
11272304	214844235	7	1411763418.99
11272304	214844235	7	1411764219.616
11272304	214844235	7	1411767166.993
11272307	214560427	1	1411457225.882
11272307	214560427	1	1411457243.104
11272307	214606393	1	1411457426.497
11272307	214514323	1	1411457496.523
11272307	214514293	1	1411457642.832
11272307	214864432	1	1411457667.65
11272307	214676535	1	1411457714.401
11272307	214836506	1	1411457749.495
11272307	214600468	1	1411457804.176
11272307	214716977	1	1411457900.011
11272308	214514323	1	1411489051.432
11272308	214846393	2	1411489105.585
11272311	214677821	3	1411716188.09
11272311	214854176	3	1411716226.189
11272311	214853210	3	1411716252.223
11272316	214674705	0	1411751179.142
11272316	214703756	6	1411751459.883
11272319	214849164	1	1411843012.924
11272319	214560500	1	1411843086.13
11272319	214849164	1	1411843204.455
11272319	214849164	1	1411843255.711
11272327	214849333	3	1411585531.753
11272327	214849284	3	1411585585.967
11272327	214849284	3	1411585591.009
11272327	214851290	3	1411585683.109
11272327	214851290	3	1411585687.543
11272327	214851290	3	1411585724.792
11272327	214851290	3	1411585728.933
11272327	214853385	3	1411585791.32
11272327	214853385	3	1411585796.011
11272329	214857519	1	1411544747.285
11272329	214530718	1	1411544927.135
11272331	214851326	3	1411619691.927
11272331	214853105	3	1411619778.604
11272331	214853248	3	1411619847.299
11272334	214677446	1	1411634237.76
11272334	214677452	1	1411634331.411
11272337	214860650	1	1411666785.529
11272337	214860650	1	1411667502.465
11272337	214860650	1	1411667555.776
11272337	214860650	1	1411667706.965
11272339	214852978	3	1411665274.03
11272339	214851326	3	1411665291.469
11272339	214853077	3	1411665310.298
11272342	214702702	2	1411664964.31
11272342	214702781	2	1411665028.02
11272351	214839645	1	1411670514.272
11272351	214839645	1	1411670695.501
11272353	214705672	5	1411469478.921
11272353	214746435	5	1411469527.357
11272353	214675972	5	1411469575.206
11272353	214705672	5	1411469677.257
11272354	214675972	5	1411563079.826
11272354	214847767	5	1411563205.911
11272361	214589203	7	1411589030.294
11272361	214589203	7	1411589058.247
11272369	214684730	1	1411543151.16
11272369	214850949	1	1411543246.678
11272369	214853420	1	1411543268.808
11272369	214853428	1	1411543902.895
11272369	214853420	1	1411543934.412
11272369	214850942	1	1411546199.929
11272369	214853420	1	1411546229.046
11272369	214835126	1	1411546495.171
11272369	214835126	1	1411546651.171
11272369	214835126	1	1411546703.339
11272369	214845534	1	1411547020.043
11272369	214696423	1	1411547053.278
11272369	214853420	1	1411547592.665
11272371	214819468	1	1411668684.689
11272371	214700754	1	1411668971.033
11272371	214695107	1	1411669129.718
11272371	214700608	1	1411669159.687
11272371	214670143	1	1411669236.165
11272371	214859064	1	1411669321.73
11272371	214700747	1	1411669366.691
11272371	214700743	1	1411669429.111
11272371	214848249	1	1411669529.178
11272371	214848234	1	1411669544.409
11272377	214709685	9	1411747298.024
11272377	214709685	9	1411747343.489
11272381	214639470	1	1411625506.023
11272381	214639470	1	1411625527.722
11272383	214552007	2	1411626769.943
11272383	214684325	2	1411629714.222
11272383	214552007	2	1411629857.226
11272383	214552271	2	1411629945.77
11272383	214552269	2	1411630032.136
11272383	214657935	2	1411630118.249
11272383	214657584	2	1411630209.66
11272383	214552155	2	1411630478.568
11272383	214657635	2	1411630538.243
11272383	214537520	2	1411630563.418
11272387	214639957	1	1411574247.972
11272387	214639957	1	1411574251.227
11272387	214639640	1	1411574322.967
11272387	214639640	1	1411574326.412
11272392	214844169	7	1411557127.704
11272392	214844169	7	1411557747.769
11272392	214844160	7	1411557787.058
11272394	214829312	2	1411633901.036
11272394	214829312	2	1411633901.079
11272394	214829312	2	1411633901.12
11272394	214546123	2	1411634040.957
11272394	214546123	2	1411634040.998
11272394	214546123	2	1411634041.034
11272397	214852987	7	1411513886.642
11272397	214852987	7	1411514272.549
11272402	214853165	7	1411637513.719
11272402	214811758	0	1411637575.411
11272402	214640893	0	1411637662.511
11272403	214572392	2	1411806524.872
11272403	214539332	2	1411806611.312
11272408	214847878	5	1411665583.645
11272408	214847878	5	1411665706.32
11272408	214847878	5	1411665858.798
11272411	214831522	11	1411557275.672
11272411	214831522	11	1411557279.718
11272413	214717627	1	1411735821.266
11272413	214851032	1	1411735826.296
11272413	214514291	1	1411736213.185
11272413	214864511	1	1411736225.138
11272413	214864511	1	1411736336.546
11272413	214864511	1	1411736366.836
11272427	214711760	1	1411659770.67
11272427	214845947	6	1411660095.912
11272428	214834922	1	1411570373.477
11272428	214856831	1	1411571033.902
11272428	214856827	1	1411571200.879
11272428	214856827	1	1411571265.873
11272428	214856831	1	1411572081.778
11272428	214856831	1	1411572164.519
11272428	214530491	0	1411572293.729
11272432	214696802	0	1411646216.457
11272432	214849327	1	1411646335.816
11272432	214717757	1	1411646411.199
11272438	214845407	4	1411563041.17
11272438	214845407	4	1411563080.006
11272438	214845407	4	1411563108.881
11272438	214845407	4	1411563167.193
11272438	214845407	4	1411563388.178
11272438	214845407	4	1411563447.328
11272438	214845407	4	1411563490.175
11272438	214845407	4	1411564384.552
11272438	214845407	4	1411564432.325
11272439	214744265	6	1411648282.577
11272439	214678207	6	1411648739.369
11272441	214850730	2	1411749754.887
11272441	214850730	2	1411750003.063
11272443	214551746	4	1411832529.667
11272443	214857425	4	1411832588.636
11272444	214515883	7	1411564718.646
11272444	214515883	7	1411564915.69
11272446	214629307	1	1411813752.216
11272446	214629279	1	1411813859.809
11272446	214714794	9	1411814145.123
11272446	214857202	9	1411814206.999
11272446	214837085	1	1411814456.457
11272446	214685049	3	1411814790.004
11272446	214716913	9	1411815054.612
11272446	214848770	9	1411815093.343
11272454	214699286	9	1411585682.968
11272454	214699286	9	1411585684.895
11272459	214577750	5	1411664187.001
11272459	214696817	5	1411664207.621
11272459	214577750	5	1411664269.847
11272459	214717305	5	1411664291.974
11272466	214853096	3	1411630392.641
11272466	214853105	3	1411630417.248
11272467	214531138	2	1411664064.221
11272467	214531138	2	1411664113.277
11272467	214612702	2	1411664125.741
11272472	214829822	2	1411832156.352
11272472	214829822	2	1411832348.228
11272479	214639483	1	1411743170.074
11272479	214864500	1	1411743289.28
11272479	214864498	1	1411743302.993
11272479	214862287	1	1411743333.873
11272479	214861603	1	1411743421.601
11272479	214835713	1	1411743496.624
11272482	214859698	1	1411706214.626
11272482	214840001	8	1411706294.658
11272488	214845407	4	1411749504.113
11272488	214826666	4	1411749670.51
11272489	214716945	1	1411624307.466
11272489	214717003	1	1411624404.481
11272489	214717007	1	1411624429.435
11272489	214832655	1	1411624446.487
11272489	214716982	1	1411624476.858
11272489	214716945	1	1411624536.542
11272489	214716982	1	1411624563.515
11272489	214716982	1	1411624658.702
11272489	214716982	1	1411624918.864
11272491	214541407	1	1411796441.257
11272491	214541396	1	1411796503.21
11272491	214541396	1	1411796653.195
11272492	214570972	1	1411585792.081
11272492	214853690	1	1411586713.563
11272494	214854230	1	1411720507.295
11272494	214854230	1	1411720694.535
11272496	214839997	8	1411730556.111
11272496	214840001	8	1411730617.432
11272498	214853302	2	1411828525.158
11272498	214545823	2	1411828582.259
11272502	214629103	1	1411574079.264
11272502	214541402	1	1411574244.695
11272502	214699575	1	1411574631.459
11272502	214678642	1	1411574868.829
11272502	214688435	1	1411575012.128
11272503	214688435	1	1411666116.751
11272503	214541402	1	1411666244.635
11272503	214678777	1	1411666476.285
11272503	214688437	1	1411666547.551
11272503	214541400	1	1411666843.186
11272503	214541402	1	1411667133.536
11272506	214835240	2	1411745948.752
11272506	214835240	2	1411746079.919
11272509	214852978	3	1411661372.58
11272509	214852978	3	1411661384.423
11272511	214677830	7	1411750599.231
11272511	214855982	0	1411750677.002
11272511	214677830	7	1411750790.068
11272513	214835450	6	1411541342.958
11272513	214838218	6	1411541471.625
11272517	214853096	3	1411736008.043
11272517	214853096	3	1411736445.554
11272521	214852978	3	1411661125.132
11272521	214853096	3	1411661223.724
11272521	214830703	11	1411661250.987
11272522	214710971	5	1411583006.218
11272522	214692581	5	1411583052.751
11272522	214710971	5	1411583063.093
11272522	214710971	5	1411583124.477
11272522	214710971	5	1411583421.696
11272522	214842474	5	1411584032.7
11272522	214692581	5	1411584103.65
11272526	214573393	3	1411810916.082
11272526	214854118	3	1411811380.386
11272529	214844051	8	1411794232.085
11272529	214600607	10	1411794390.058
11272542	214844310	2	1411679646.976
11272542	214844310	2	1411679705.451
11272542	214856574	1	1411681069.948
11272542	214856576	1	1411681218.393
11272542	214669905	6	1411681582.463
11272546	214849087	2	1411823968.908
11272546	214531895	2	1411824100.672
11272551	214835126	1	1411539690.469
11272551	214676567	1	1411539754.832
11272563	214836442	9	1411727457.806
11272563	214836442	9	1411728526.392
11272567	214550563	2	1411739175.101
11272567	214839339	2	1411739361.857
11272571	214696432	0	1411742842.631
11272571	214595855	0	1411742909.965
11272571	214595855	0	1411743725.021
11272571	214595855	0	1411743770.935
11272572	214853094	3	1411796060.487
11272572	214852978	3	1411796137.221
11272572	214853077	3	1411796147.474
11272572	214853077	3	1411796160.737
11272576	214575298	6	1411840755.082
11272576	214702884	6	1411840781.907
11272576	214702886	6	1411840792.376
11272576	214716917	6	1411840850.164
11272576	214687995	6	1411840935.68
11272578	214572722	1	1411559466.965
11272578	214587322	1	1411560647.482
11272579	214696633	5	1411746534.814
11272579	214696633	5	1411746538.635
11272579	214696633	5	1411748632.849
11272579	214696633	5	1411748636.381
11272579	214696633	5	1411751962.283
11272579	214696633	5	1411751964.606
11272582	214554358	1	1411813880.108
11272582	214717003	1	1411813959.485
11272583	214687685	2	1411562828.447
11272583	214687685	2	1411563256.477
11272586	214629930	4	1411748043.567
11272586	214629930	4	1411748046.014
11272588	214606395	1	1411812491.358
11272588	214676535	1	1411812573.025
11272598	214846033	1	1411561389.753
11272598	214684730	1	1411561429.298
11272598	214514259	1	1411561527.458
11272601	214851122	0	1411843467.676
11272601	214854152	3	1411843544.397
11272601	214854515	3	1411843621.547
11272601	214853713	0	1411843649.832
11272601	214844396	0	1411843877.724
11272602	214687742	1	1411714638.079
11272602	214687742	1	1411715790.043
11272602	214687742	1	1411715852.165
11272602	214687742	1	1411715854.847
11272603	214832604	1	1411737151.567
11272603	214560491	1	1411737195.122
11272603	214849200	1	1411737212.736
11272603	214857191	1	1411737263.698
11272603	214832604	1	1411737296.473
11272603	214857189	0	1411737447.174
11272603	214560491	1	1411737509.55
11272603	214857191	1	1411737554.26
11272603	214849200	1	1411737576.1
11272603	214832604	1	1411737589.467
11272604	214838537	1	1411836573.077
11272604	214838540	1	1411836687.21
11272604	214838540	1	1411836694.336
11272606	214700876	2	1411440364.799
11272606	214839954	2	1411440403.775
11272614	214711742	1	1411463917.741
11272614	214850443	1	1411464647.349
11272634	214509787	2	1411807293.49
11272634	214509787	2	1411807368.538
11272666	214703900	1	1411756216.603
11272666	214703900	1	1411756225.592
11272668	214630042	2	1411577546.44
11272668	214559458	2	1411577546.514
11272672	214711976	1	1411742096.307
11272672	214711972	1	1411742109.591
11272673	214851180	8	1411557561.959
11272673	214685842	8	1411557589.393
11272674	214691332	2	1411674042.107
11272674	214691300	2	1411674094.572
11272674	214862117	2	1411674463.96
11272678	214716928	1	1411634196.618
11272678	214716947	1	1411634461.851
11272678	214854570	1	1411634531.935
11272684	214558346	3	1411749680.184
11272684	214574692	3	1411749734.206
11272689	214853218	2	1411840682.169
11272689	214582498	2	1411840712.758
11272689	214582498	2	1411840763.344
11272693	214678031	2	1411577190.893
11272693	214854022	2	1411577199.0
11272694	214849785	1	1411568565.314
11272694	214534515	1	1411568670.899
11272697	214657933	2	1411659258.848
11272697	214657933	2	1411659294.634
11272716	214853330	1	1411741561.996
11272716	214853330	1	1411741575.993
11272717	214588772	7	1411710351.835
11272717	214581789	7	1411710407.743
11272718	214587028	4	1411834859.64
11272718	214587028	4	1411834967.667
11272718	214587028	4	1411835030.785
11272727	214859122	7	1411807037.477
11272727	214859092	7	1411807049.092
11272727	214690749	0	1411807102.993
11272727	214705976	7	1411807109.665
11272727	214708271	7	1411807401.238
11272727	214859122	7	1411807433.569
11272731	214846007	0	1411584173.867
11272731	214551000	0	1411584897.759
11272731	214551005	0	1411584904.669
11272731	214854845	1	1411584973.235
11272731	214854845	1	1411585006.774
11272733	214544610	1	1411736155.408
11272733	214544610	1	1411736327.413
11272737	214586516	1	1411550738.395
11272737	214706278	1	1411550751.227
11272737	214851431	0	1411550830.223
11272737	214714590	1	1411550948.648
11272737	214628848	1	1411551117.821
11272742	214577717	5	1411617417.132
11272742	214577717	5	1411618760.292
11272744	214829882	1	1411734424.836
11272744	214845581	1	1411734452.0
11272746	214696753	5	1411652512.842
11272746	214838655	5	1411652614.305
11272749	214676535	1	1411787925.845
11272749	214864432	1	1411787963.363
11272749	214676535	1	1411788067.563
11272749	214864432	1	1411788108.733
11272757	214858856	7	1411547738.437
11272757	214853094	3	1411548468.077
11272757	214853094	3	1411548471.476
11272764	214849076	1	1411832958.892
11272764	214860260	1	1411833000.65
11272766	214551885	2	1411668442.724
11272766	214832390	8	1411668817.433
11272766	214854118	3	1411669205.057
11272766	214853707	0	1411669251.08
11272766	214714760	3	1411669459.243
11272767	214820201	9	1411529889.3
11272767	214820201	9	1411530134.572
11272767	214577585	9	1411530193.634
11272767	214820201	9	1411530373.935
11272767	214582944	9	1411530409.199
11272768	214819805	5	1411760897.268
11272768	214819805	5	1411761713.896
11272769	214709996	3	1411828673.759
11272769	214717397	3	1411828718.819
11272769	214718173	3	1411828730.035
11272769	214738460	3	1411828746.001
11272771	214845407	4	1411801610.672
11272771	214587712	3	1411801851.555
11272774	214702751	2	1411574890.533
11272774	214834989	2	1411574937.271
11272774	214853336	2	1411574965.461
11272774	214774676	2	1411575015.232
11272786	214587896	2	1411748865.693
11272786	214644917	2	1411750147.175
11272786	214644917	2	1411750252.892
11272786	214587896	2	1411750621.845
11272786	214644890	2	1411750731.954
11272786	214848727	0	1411751033.812
11272786	214536367	2	1411751077.608
11272787	214628923	1	1411575210.117
11272787	214628923	1	1411575213.202
11272787	214628923	1	1411575213.517
11272823	214570871	3	1411764157.125
11272823	214859126	3	1411764183.231
11272823	214695525	3	1411764229.134
11272823	214852978	3	1411764256.911
11272823	214680703	5	1411764364.818
11272823	214829825	6	1411765046.432
11272823	214829825	6	1411765080.808
11272823	214848937	6	1411765094.317
11272823	214849391	9	1411765174.766
11272823	214851735	2	1411765253.535
11272823	214859165	2	1411765343.429
11272823	214850655	2	1411765368.586
11272823	214850655	2	1411765397.946
11272827	214846029	1	1411835374.989
11272827	214850304	1	1411835390.916
11272827	214850947	1	1411835445.507
11272827	214850304	1	1411835492.524
11272827	214846029	1	1411835505.175
11272828	214674662	4	1411826400.806
11272828	214674662	4	1411826751.138
11272828	214674667	4	1411827014.698
11272828	214674667	4	1411827243.371
11272828	214674701	4	1411827493.626
11272828	214508557	4	1411827530.442
11272828	214674701	4	1411827799.874
11272828	214674667	4	1411827900.656
11272828	214674662	4	1411827936.491
11272828	214674662	4	1411827960.899
11272828	214508557	4	1411828018.171
11272828	214508557	4	1411828062.954
11272828	214674667	4	1411828069.425
11272828	214674667	4	1411828120.505
11272829	214836830	2	1411609195.93
11272829	214836830	2	1411609199.794
11272829	214557519	2	1411609257.651
11272829	214557519	2	1411609261.135
11272832	214511117	2	1411628675.152
11272832	214546097	2	1411628721.096
11272836	214835867	4	1411726006.957
11272836	214836947	4	1411726128.521
11272836	214857757	3	1411726494.923
11272836	214821032	3	1411727004.625
11272836	214859306	3	1411727102.649
11272836	214538574	3	1411727208.427
11272842	214507445	8	1411565243.571
11272842	214507445	8	1411565367.544
11272842	214712175	8	1411565423.318
11272844	214851742	7	1411613878.319
11272844	214845962	7	1411614168.733
11272846	214714785	0	1411719290.626
11272846	214511120	6	1411719414.427
11272847	214694964	1	1411748353.77
11272847	214694964	1	1411748358.223
11272847	214670141	1	1411751181.141
11272847	214670141	1	1411751186.111
11272847	214670139	1	1411751191.726
11272847	214670139	1	1411751196.391
11272849	214533022	0	1411818701.196
11272849	214533022	0	1411818754.27
11272857	214853274	8	1411578743.645
11272857	214853274	8	1411578933.663
11272859	214691531	0	1411613018.82
11272859	214844034	2	1411613082.592
11272859	214844100	2	1411613323.23
11272862	214826822	1	1411714886.56
11272862	214714712	1	1411714995.106
11272884	214712355	2	1411734921.781
11272884	214712355	2	1411734927.09
11272892	214711072	1	1411558494.466
11272892	214711020	1	1411558509.522
11272897	214556182	1	1411676445.641
11272897	214717271	1	1411676468.367
11272897	214556182	1	1411677744.528
11272899	214684093	6	1411631037.356
11272899	214684093	6	1411631903.273
11272904	214706452	1	1411671170.868
11272904	214706452	1	1411671175.909
11272916	214837419	4	1411672728.397
11272916	214837417	4	1411672809.954
11272917	214837417	4	1411733039.624
11272917	214837417	4	1411733091.748
11272918	214664728	4	1411726748.317
11272918	214664726	4	1411726786.296
11272918	214664756	4	1411726848.354
11272918	214533575	4	1411729925.305
11272924	214848264	7	1411543261.77
11272924	214848266	7	1411543356.656
11272924	214848264	7	1411543385.774
11272927	214837867	2	1411583176.053
11272927	214696607	2	1411583194.99
11272927	214847019	2	1411583234.611
11272932	214836189	4	1411658012.425
11272932	214835739	4	1411658273.971
11272932	214836120	4	1411658568.444
11272939	214706447	2	1411642610.015
11272939	214706447	2	1411642961.276
11272941	214849209	2	1411587353.882
11272941	214849209	2	1411588514.899
11272941	214849211	2	1411588593.872
11272941	214846310	2	1411589318.247
11272942	214677452	1	1411642221.39
11272942	214677455	1	1411642245.043
11272942	214677491	1	1411642304.595
11272943	214829825	6	1411733793.803
11272943	214586645	6	1411733863.371
11272943	214826975	6	1411733904.623
11272947	214859304	1	1411667173.401
11272947	214859902	1	1411667408.309
11272947	214832653	1	1411667673.224
11272951	214639470	1	1411836317.232
11272951	214639481	1	1411836603.627
11272951	214857210	1	1411836723.276
11272952	214849327	1	1411717510.528
11272952	214849327	1	1411718681.927
11272954	214853077	3	1411701067.217
11272954	214853094	3	1411701081.695
11272954	214853105	3	1411701097.323
11272954	214852980	3	1411701118.535
11272954	214851326	3	1411701135.121
11272959	214858856	7	1411635091.232
11272959	214568111	0	1411638125.957
11272959	214858687	7	1411638175.285
11272959	214859034	7	1411638294.705
11272959	214569238	0	1411638319.363
11272959	214858856	7	1411638376.821
11272959	214690775	7	1411638756.147
11272961	214516766	8	1411756048.611
11272961	214516766	8	1411756204.008
11272963	214820272	0	1411811174.222
11272963	214718220	3	1411811288.092
11272967	214708063	5	1411834576.516
11272967	214858682	8	1411834945.294
11272967	214843059	8	1411835044.529
11272967	214550968	8	1411835188.541
11272967	214516723	8	1411835250.71
11272967	214858670	8	1411835297.841
11272967	214837254	8	1411835353.155
11272967	214850771	3	1411835790.407
11272967	214850771	3	1411835830.14
11272968	214509600	2	1411653354.101
11272968	214509572	2	1411653528.406
11272968	214509600	2	1411653542.146
11272968	214509600	2	1411654784.896
11272972	214538370	1	1411740576.703
11272972	214538195	1	1411740614.846
11272973	214696826	5	1411578720.927
11272973	214696824	5	1411578787.466
11272973	214648569	1	1411579496.313
11272986	214861072	7	1411620890.464
11272986	214840760	0	1411620990.425
11272986	214508942	0	1411621065.203
11272986	214581611	0	1411621103.628
11272986	214600037	7	1411621174.643
11272992	214691246	2	1411823851.287
11272992	214691244	2	1411823873.371
11272994	214716579	2	1411669126.428
11272994	214840410	2	1411669311.859
11272997	214644866	2	1411530392.294
11272997	214644860	2	1411530400.363
11272997	214644864	2	1411530779.211
11272997	214632437	2	1411530958.004
11273001	214853096	3	1411660130.056
11273001	214851326	3	1411660164.298
11273001	214853096	3	1411660174.205
11273003	214848684	1	1411806289.23
11273003	214848684	1	1411806346.389
11273004	214819730	5	1411664964.442
11273004	214819730	5	1411666058.122
11273006	214840867	2	1411816867.059
11273006	214840809	2	1411816985.385
11273006	214691687	2	1411817041.446
11273006	214691486	0	1411817091.095
11273009	214849097	5	1411755877.56
11273009	214849097	5	1411756014.377
11273011	214678498	2	1411620383.732
11273011	214678809	2	1411621012.638
11273011	214781070	11	1411621121.21
11273013	214667915	2	1411625182.975
11273013	214838557	1	1411627027.542
11273014	214554382	0	1411675870.161
11273014	214554382	0	1411675948.883
11273014	214554382	0	1411676095.383
11273014	214717616	1	1411676190.677
11273014	214717721	1	1411676216.321
11273014	214717622	1	1411676268.452
11273014	214687918	1	1411676280.284
11273014	214602309	1	1411676422.912
11273014	214602309	1	1411676492.532
11273014	214687918	1	1411676530.903
11273014	214554382	0	1411676591.946
11273014	214856859	1	1411676766.879
11273014	214839347	1	1411676795.495
11273014	214717616	1	1411676861.869
11273014	214711785	1	1411677142.875
11273014	214711785	1	1411677194.817
11273014	214602309	1	1411677955.756
11273017	214676580	1	1411832046.341
11273017	214676580	1	1411832201.98
11273017	214676580	1	1411832422.082
11273017	214676580	1	1411832443.719
11273018	214864432	0	1411844280.741
11273018	214676535	1	1411844324.651
11273018	214836506	0	1411844627.662
11273018	214836506	0	1411844709.618
11273018	214836506	0	1411844709.647
11273018	214836506	0	1411844763.313
11273018	214836506	0	1411845218.034
11273024	214718265	7	1411804350.241
11273024	214757544	11	1411804661.65
11273028	214838531	5	1411653226.004
11273028	214587242	5	1411653479.923
11273038	214850287	1	1411575853.756
11273038	214850285	1	1411575942.167
11273038	214695253	1	1411575958.592
11273041	214853722	3	1411571604.057
11273041	214849061	6	1411571666.255
11273051	214514291	1	1411818971.054
11273051	214514291	1	1411819227.667
11273051	214514240	1	1411819260.458
11273051	214514265	1	1411819311.904
11273053	214820246	2	1411830405.766
11273053	214509864	2	1411830426.223
11273053	214509864	2	1411830509.998
11273053	214853218	2	1411830531.155
11273053	214853282	0	1411830951.784
11273053	214857035	2	1411831334.936
11273053	214853282	0	1411831438.532
11273056	214695015	1	1411806558.581
11273056	214852172	1	1411806612.146
11273058	214857352	2	1411726975.234
11273058	214857330	2	1411727064.703
11273058	214857330	2	1411727084.474
11273058	214857352	2	1411727129.274
11273059	214826835	1	1411710601.229
11273059	214838107	1	1411710752.02
11273064	214591427	9	1411840391.9
11273064	214591427	9	1411840396.084
11273067	214716986	1	1411577408.852
11273067	214854617	1	1411577420.134
11273067	214716995	1	1411577448.767
11273078	214844094	8	1411749806.154
11273078	214839995	8	1411749857.135
11273078	214861498	1	1411749901.688
11273078	214839997	8	1411750121.931
11273091	214695086	5	1411817711.888
11273091	214695086	5	1411817716.841
11273098	214676602	1	1411800965.907
11273098	214514263	1	1411801022.964
11273098	214514325	1	1411801097.289
11273098	214744260	1	1411801154.615
11273098	214514325	1	1411801184.351
11273098	214514325	1	1411801194.221
11273098	214712079	0	1411801340.609
11273102	214684717	1	1411740778.937
11273102	214695253	1	1411740940.436
11273102	214850285	1	1411740958.821
11273102	214716947	1	1411741197.052
11273102	214692581	5	1411741499.619
11273119	214743339	3	1411846883.788
11273119	214853726	0	1411846904.187
11273119	214684762	0	1411846915.166
11273119	214684785	3	1411846927.149
11273119	214854358	3	1411846955.585
11273119	214743339	3	1411846985.575
11273119	214853726	0	1411847001.95
11273121	214702862	6	1411655894.473
11273121	214702865	6	1411655942.165
11273121	214702865	6	1411657987.267
11273121	214702865	6	1411659874.433
11273121	214702867	6	1411659963.502
11273131	214859342	1	1411723867.215
11273131	214859342	1	1411723953.582
11273131	214859304	1	1411723978.028
11273131	214854845	1	1411724002.756
11273131	214854825	1	1411724111.231
11273131	214542326	0	1411724121.331
11273131	214743765	11	1411724150.455
11273131	214586679	1	1411724163.902
11273131	214542326	0	1411724197.122
11273131	214854825	1	1411724234.242
11273132	214561434	0	1411725320.565
11273132	214820197	0	1411725490.575
11273132	214848845	0	1411725655.072
11273132	214708040	0	1411725692.697
11273137	214537985	2	1411820952.142
11273137	214537987	2	1411821143.807
